id,age,gender,province,population_group,monthly_income,education_level,employment_status,main_income_source,uses_bank_account,withdrawal_frequency,withdrawal_percentage,preferred_withdrawal_channel,reason_for_cash_use
7584,47,Female,Eastern Cape,Black African,2190.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
7585,18,Female,Western Cape,White,79510.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7586,52,Female,KwaZulu-Natal,Black African,6100.0,Secondary,Employed,Salary,Yes,Monthly,28,ATM,Too little money
7587,27,Female,Western Cape,White,98350.0,Secondary,Unemployed,Grants,Yes,Less often,7,Retail store,Personal preference
7588,47,Male,North West,Black African,6160.0,Tertiary,Employed,Salary,Yes,Monthly,78,Retail store,Too little money
7589,45,Male,Mpumalanga,Black African,4380.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7590,20,Male,North West,Black African,3360.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7591,29,Male,Free State,White,13450.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7592,35,Female,Gauteng,Black African,4860.0,Secondary,Employed,Salary,Yes,Less often,88,Retail store,Too little money
7593,18,Male,Limpopo,Black African,5110.0,Primary,Employed,Salary,Yes,Weekly,67,ATM,Personal preference
7594,40,Male,KwaZulu-Natal,Coloured,7550.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7595,49,Male,KwaZulu-Natal,Black African,6260.0,Secondary,Employed,Salary,Yes,Less often,77,ATM,Personal preference
7596,31,Male,KwaZulu-Natal,Black African,4230.0,Primary,Employed,Salary,Yes,Weekly,65,ATM,Personal preference
7597,23,Male,Gauteng,Black African,2370.0,Secondary,Unemployed,Remittances,Yes,Monthly,95,ATM,Personal preference
7598,30,Male,Gauteng,Black African,2240.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7599,18,Female,Limpopo,Black African,7200.0,Secondary,Employed,Salary,Yes,Monthly,61,Bank branch,Privacy
7600,61,Male,Gauteng,Black African,1560.0,Secondary,Retired,Pension,No,Less often,100,None,No bank account
7601,40,Male,Gauteng,Black African,6460.0,Primary,Employed,Salary,Yes,Weekly,62,Retail store,Personal preference
7602,38,Female,North West,Black African,3820.0,Tertiary,Employed,Salary,Yes,Less often,100,ATM,Other
7603,51,Male,Mpumalanga,White,30380.0,Primary,Employed,Salary,Yes,Weekly,36,Retail store,Too little money
7604,36,Male,Free State,Black African,1280.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7605,18,Male,Gauteng,Black African,4540.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7606,55,Male,Western Cape,Coloured,22120.0,Tertiary,Employed,Salary,Yes,Less often,64,ATM,Personal preference
7607,30,Female,KwaZulu-Natal,Black African,8330.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7608,30,Female,Western Cape,Coloured,19410.0,Secondary,Employed,Salary,Yes,Monthly,41,ATM,To avoid fees
7609,26,Female,Gauteng,Black African,6830.0,Primary,Employed,Salary,Yes,Weekly,70,ATM,Too little money
7610,34,Male,Gauteng,Black African,6400.0,Tertiary,Self-employed,Salary,No,Less often,100,None,No bank account
7611,24,Male,Western Cape,Black African,5370.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7612,18,Female,Gauteng,White,47430.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7613,51,Female,Western Cape,Black African,3730.0,Primary,Employed,Salary,Yes,Less often,80,Bank branch,Personal preference
7614,29,Female,KwaZulu-Natal,Black African,7560.0,Secondary,Employed,Salary,Yes,Monthly,17,ATM,Personal preference
7615,40,Female,KwaZulu-Natal,Black African,4220.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7616,28,Male,Gauteng,Black African,13820.0,Primary,Employed,Salary,Yes,Monthly,48,ATM,Privacy
7617,37,Female,KwaZulu-Natal,Black African,3530.0,Secondary,Student,Remittances,Yes,Weekly,61,ATM,Personal preference
7618,25,Male,Northern Cape,Black African,3940.0,Primary,Self-employed,Salary,Yes,Weekly,41,Retail store,Personal preference
7619,45,Male,Free State,Black African,5640.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7620,39,Male,Eastern Cape,White,26000.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7621,18,Male,Eastern Cape,Black African,650.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7622,26,Female,KwaZulu-Natal,Black African,2210.0,Primary,Unemployed,Grants,Yes,Monthly,64,ATM,Personal preference
7623,18,Female,Gauteng,Black African,12500.0,Primary,Employed,Salary,Yes,Weekly,28,ATM,Too little money
7624,30,Male,Mpumalanga,Indian/Asian,4370.0,Primary,Employed,Salary,Yes,Weekly,83,ATM,Personal preference
7625,59,Male,North West,White,13140.0,Primary,Unemployed,Grants,Yes,Monthly,47,ATM,Too little money
7626,21,Male,KwaZulu-Natal,White,31300.0,Secondary,Student,Salary,No,Less often,100,None,No bank account
7627,19,Female,North West,Coloured,3590.0,Secondary,Self-employed,Salary,Yes,Weekly,72,ATM,Personal preference
7628,33,Female,Free State,Black African,2360.0,Primary,Employed,Salary,Yes,Monthly,54,ATM,Personal preference
7629,30,Female,Mpumalanga,Black African,2580.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
7630,31,Male,Mpumalanga,Black African,17070.0,Secondary,Student,Salary,No,Less often,100,None,No bank account
7631,50,Female,North West,Coloured,5830.0,Primary,Employed,Salary,Yes,Monthly,52,ATM,Personal preference
7632,28,Male,Limpopo,Black African,5090.0,Secondary,Employed,Salary,Yes,Less often,85,ATM,Too little money
7633,56,Female,KwaZulu-Natal,Black African,12020.0,Secondary,Unemployed,Remittances,Yes,Weekly,79,ATM,Personal preference
7634,39,Female,KwaZulu-Natal,Black African,3980.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7635,37,Male,North West,Black African,4950.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7636,22,Female,Gauteng,Black African,7260.0,Secondary,Employed,Salary,Yes,Weekly,47,ATM,Too little money
7637,49,Female,KwaZulu-Natal,Black African,2980.0,Primary,Employed,Salary,Yes,Less often,65,ATM,To avoid fees
7638,59,Female,KwaZulu-Natal,Black African,2340.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7639,39,Female,Western Cape,Black African,1160.0,Primary,Unemployed,Grants,Yes,Weekly,74,ATM,Personal preference
7640,44,Male,Gauteng,Black African,2410.0,Secondary,Student,Salary,Yes,Monthly,81,ATM,To avoid fees
7641,24,Male,KwaZulu-Natal,Black African,4070.0,Primary,Employed,Salary,Yes,Weekly,73,ATM,Too little money
7642,31,Female,Western Cape,Black African,3250.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
7643,38,Female,Gauteng,White,16390.0,Secondary,Self-employed,Grants,No,Less often,100,None,No bank account
7644,33,Male,Gauteng,Black African,21640.0,Primary,Employed,Salary,Yes,Less often,28,Bank branch,Privacy
7645,27,Female,Gauteng,Black African,2080.0,Secondary,Employed,Salary,Yes,Monthly,86,Bank branch,To avoid fees
7646,29,Other,Limpopo,Black African,3930.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
7647,47,Female,Gauteng,Black African,11120.0,Secondary,Unemployed,Remittances,Yes,Weekly,40,ATM,Personal preference
7648,46,Female,Gauteng,Black African,6070.0,Primary,Employed,Salary,Yes,Monthly,50,ATM,Personal preference
7649,48,Male,Eastern Cape,Black African,10210.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7650,39,Female,Western Cape,Black African,5770.0,Secondary,Employed,Salary,Yes,Monthly,50,ATM,Personal preference
7651,18,Male,Gauteng,Black African,6160.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7652,18,Male,Eastern Cape,Black African,8140.0,Primary,Employed,Salary,Yes,Daily,59,ATM,Too little money
7653,26,Male,KwaZulu-Natal,White,6810.0,Secondary,Employed,Salary,Yes,Weekly,42,ATM,Personal preference
7654,25,Female,KwaZulu-Natal,Black African,4030.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7655,40,Female,Gauteng,Black African,4230.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7656,26,Female,Gauteng,Black African,2790.0,Secondary,Unemployed,Grants,Yes,Weekly,75,ATM,Other
7657,36,Female,Western Cape,Black African,3320.0,No formal education,Self-employed,Grants,No,Less often,100,None,No bank account
7658,26,Female,Gauteng,Black African,2910.0,No formal education,Student,Grants,Yes,Weekly,73,ATM,Privacy
7659,34,Female,North West,Black African,6490.0,Secondary,Employed,Salary,Yes,Weekly,13,Bank branch,Too little money
7660,39,Male,KwaZulu-Natal,Black African,1610.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7661,26,Female,KwaZulu-Natal,Coloured,2930.0,Primary,Unemployed,Grants,Yes,Monthly,95,ATM,Personal preference
7662,21,Female,Gauteng,Black African,2210.0,Primary,Unemployed,Grants,Yes,Monthly,67,Retail store,Too little money
7663,25,Male,KwaZulu-Natal,Black African,2050.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7664,30,Male,Gauteng,Black African,29730.0,Tertiary,Employed,Salary,Yes,Weekly,8,ATM,Personal preference
7665,51,Female,KwaZulu-Natal,Coloured,18950.0,Tertiary,Retired,Grants,No,Less often,100,None,No bank account
7666,24,Female,Free State,Black African,4750.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7667,22,Female,North West,Black African,3690.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7668,52,Female,Western Cape,Black African,20270.0,Tertiary,Unemployed,Grants,Yes,Monthly,67,ATM,To avoid fees
7669,37,Male,Mpumalanga,Black African,900.0,Primary,Unemployed,Remittances,Yes,Weekly,85,Retail store,Personal preference
7670,70,Female,Gauteng,Black African,1720.0,No formal education,Retired,Pension,Yes,Weekly,75,ATM,Too little money
7671,26,Male,Free State,Coloured,9000.0,Secondary,Employed,Salary,Yes,Monthly,70,ATM,Personal preference
7672,40,Female,KwaZulu-Natal,Black African,2450.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Personal preference
7673,39,Male,KwaZulu-Natal,Black African,3340.0,Secondary,Employed,Salary,Yes,Weekly,74,Retail store,Too little money
7674,27,Male,Free State,Black African,10670.0,Secondary,Employed,Salary,Yes,Weekly,100,ATM,To avoid fees
7675,37,Male,Limpopo,Black African,1290.0,Primary,Unemployed,Grants,Yes,Monthly,71,ATM,Too little money
7676,19,Female,Limpopo,Black African,4070.0,No formal education,Employed,Salary,Yes,Weekly,69,ATM,Personal preference
7677,40,Female,Eastern Cape,White,16870.0,Secondary,Employed,Salary,Yes,Weekly,69,ATM,Too little money
7678,54,Female,Gauteng,Black African,3200.0,Tertiary,Self-employed,Salary,Yes,Less often,68,ATM,Personal preference
7679,26,Female,KwaZulu-Natal,Black African,3890.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7680,20,Other,Eastern Cape,Black African,8620.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7681,48,Male,Gauteng,Black African,10520.0,Secondary,Employed,Salary,Yes,Less often,40,ATM,Too little money
7682,45,Male,Mpumalanga,White,22700.0,Primary,Employed,Salary,Yes,Monthly,42,ATM,Personal preference
7683,20,Male,KwaZulu-Natal,Black African,3720.0,Primary,Self-employed,Grants,No,Less often,100,None,No bank account
7684,42,Female,Gauteng,Black African,15780.0,Tertiary,Employed,Salary,Yes,Monthly,51,Retail store,Too little money
7685,42,Male,KwaZulu-Natal,Black African,3570.0,Tertiary,Self-employed,Salary,No,Less often,100,None,No bank account
7686,18,Male,North West,Black African,5250.0,Secondary,Unemployed,Remittances,Yes,Weekly,30,Bank branch,Personal preference
7687,18,Female,Gauteng,Black African,4420.0,Secondary,Employed,Salary,Yes,Weekly,73,Bank branch,Too little money
7688,31,Male,Gauteng,Black African,2780.0,Primary,Unemployed,Other,Yes,Monthly,100,ATM,To avoid fees
7689,37,Female,Gauteng,Black African,13710.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7690,18,Male,North West,Black African,4540.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7691,20,Male,Limpopo,Black African,5660.0,Secondary,Employed,Salary,Yes,Weekly,73,ATM,Personal preference
7692,24,Male,Western Cape,Black African,3060.0,Secondary,Employed,Salary,Yes,Monthly,79,ATM,Personal preference
7693,54,Female,Mpumalanga,Black African,2110.0,Tertiary,Unemployed,Grants,Yes,Weekly,61,ATM,Other
7694,42,Female,Eastern Cape,Indian/Asian,6060.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7695,35,Female,Gauteng,White,27110.0,Tertiary,Employed,Salary,Yes,Weekly,21,Retail store,Too little money
7696,36,Male,Eastern Cape,Black African,2980.0,No formal education,Unemployed,Grants,Yes,Weekly,73,ATM,Too little money
7697,39,Male,Western Cape,Black African,10600.0,Secondary,Employed,Salary,Yes,Less often,30,ATM,Too little money
7698,18,Female,Mpumalanga,Black African,5480.0,Primary,Retired,Pension,No,Less often,100,None,No bank account
7699,23,Male,KwaZulu-Natal,Black African,2310.0,No formal education,Unemployed,Grants,Yes,Weekly,77,ATM,Personal preference
7700,35,Female,Gauteng,Black African,11800.0,Primary,Student,Salary,Yes,Weekly,57,ATM,Personal preference
7701,32,Female,Gauteng,Coloured,11000.0,Primary,Employed,Salary,Yes,Monthly,33,ATM,Too little money
7702,18,Female,Mpumalanga,Black African,2710.0,No formal education,Self-employed,Remittances,Yes,Monthly,63,ATM,Personal preference
7703,33,Female,Western Cape,White,140160.0,Secondary,Self-employed,Remittances,Yes,Monthly,50,Bank branch,To avoid fees
7704,27,Female,Eastern Cape,Black African,6180.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7705,59,Female,Eastern Cape,White,14430.0,Secondary,Employed,Salary,Yes,Less often,78,Retail store,Personal preference
7706,42,Male,North West,Black African,2520.0,No formal education,Unemployed,Remittances,No,Less often,100,None,No bank account
7707,37,Female,KwaZulu-Natal,Coloured,7200.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7708,32,Male,Northern Cape,Indian/Asian,6100.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
7709,42,Female,Mpumalanga,Black African,5600.0,Primary,Employed,Salary,Yes,Less often,98,ATM,Personal preference
7710,20,Female,Gauteng,Black African,7490.0,Secondary,Unemployed,Grants,Yes,Weekly,39,ATM,Personal preference
7711,45,Female,KwaZulu-Natal,Black African,4950.0,Secondary,Self-employed,Salary,Yes,Weekly,100,Bank branch,Too little money
7712,43,Female,Western Cape,Black African,8900.0,Primary,Employed,Salary,Yes,Monthly,71,ATM,Too little money
7713,20,Male,Gauteng,White,7660.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7714,39,Female,Limpopo,Black African,1820.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7715,20,Male,KwaZulu-Natal,Black African,3110.0,Primary,Employed,Salary,Yes,Weekly,47,Retail store,Too little money
7716,40,Male,Eastern Cape,Black African,460.0,Primary,Student,Salary,Yes,Monthly,84,Retail store,Personal preference
7717,18,Male,Limpopo,Black African,1620.0,Secondary,Unemployed,Grants,Yes,Weekly,100,ATM,Too little money
7718,38,Female,KwaZulu-Natal,Black African,7220.0,Secondary,Employed,Salary,Yes,Monthly,89,ATM,Personal preference
7719,30,Female,Eastern Cape,Black African,1900.0,Secondary,Unemployed,Other,Yes,Less often,100,ATM,Too little money
7720,34,Male,Gauteng,Black African,3280.0,Primary,Self-employed,Grants,Yes,Monthly,76,ATM,Personal preference
7721,47,Male,KwaZulu-Natal,Black African,1360.0,Secondary,Self-employed,Salary,No,Less often,100,None,No bank account
7722,56,Male,Western Cape,White,34930.0,Tertiary,Employed,Salary,Yes,Daily,25,Retail store,Personal preference
7723,24,Female,Gauteng,Black African,8100.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7724,37,Male,Western Cape,Black African,18030.0,Tertiary,Unemployed,Grants,No,Less often,100,None,No bank account
7725,45,Female,Gauteng,Black African,11520.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7726,24,Male,Gauteng,Black African,11150.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7727,36,Male,Limpopo,Black African,1710.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7728,65,Male,Western Cape,Black African,19370.0,No formal education,Retired,Pension,No,Less often,100,None,No bank account
7729,41,Female,KwaZulu-Natal,Black African,4340.0,Primary,Employed,Salary,Yes,Weekly,100,ATM,Personal preference
7730,41,Female,Gauteng,Black African,4030.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7731,43,Female,KwaZulu-Natal,Black African,4660.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7732,53,Female,Limpopo,Black African,14710.0,Primary,Self-employed,Remittances,Yes,Weekly,77,ATM,Too little money
7733,42,Female,KwaZulu-Natal,Black African,5230.0,Secondary,Employed,Salary,Yes,Monthly,78,ATM,Personal preference
7734,36,Male,Limpopo,White,9160.0,Primary,Employed,Salary,Yes,Less often,47,ATM,Personal preference
7735,44,Female,Eastern Cape,Black African,6620.0,Tertiary,Retired,Pension,Yes,Weekly,71,ATM,Too little money
7736,18,Female,Gauteng,Black African,11250.0,Primary,Employed,Salary,Yes,Monthly,52,ATM,To avoid fees
7737,18,Female,Gauteng,Black African,4820.0,Primary,Self-employed,Remittances,Yes,Weekly,87,Retail store,Personal preference
